work_year,experience_level,job_title,employee_residence,company_location,salary_in_usd
2022,0,25,2,3,50000
2022,0,47,7,8,84053
2022,2,64,29,28,61566
2022,3,31,75,70,250000
2022,3,31,75,70,63000
2022,3,45,75,70,189500
2022,3,45,75,70,140100
2022,3,33,75,70,177600
2022,3,33,75,70,131300
2022,2,33,75,70,24000
2022,3,69,75,70,202900
2022,3,33,75,70,115000
2022,0,69,75,70,115000
2022,2,69,75,70,193900
2022,2,69,75,70,129300
2022,3,47,75,70,140000
2022,2,25,75,70,216200
2022,2,25,75,70,144100
2022,3,74,75,70,216000
2022,3,74,75,70,144000
2022,0,25,75,70,150000
2021,0,72,39,38,12171
2022,2,47,39,35,53416
2022,0,5,4,5,50000
2021,3,19,75,70,250000
2022,1,89,57,54,84053
2022,2,47,29,28,131752
2022,3,4,2,70,48000
2022,1,45,75,70,260500
2022,1,45,75,70,175100
2022,0,25,75,70,55000
2022,2,25,75,70,130000
2022,3,7,28,28,77119
2022,0,47,7,8,52008
2022,2,7,39,38,30523
2022,3,33,75,70,206699
2022,3,33,75,70,99100
2022,2,4,75,70,200000
2022,2,4,75,70,54000
2022,0,4,75,70,130000
2022,3,33,75,70,100000
2022,3,33,75,70,80000
2022,3,47,75,70,100000
2022,3,49,75,70,221300
2022,3,49,75,70,148700
2022,0,69,29,28,30000
2022,0,25,28,27,28368
2022,2,33,29,28,91118
2022,2,33,29,28,61566
2022,2,47,20,20,60938
2022,3,45,75,70,249260
2022,3,45,75,70,185400
2022,2,47,29,28,80036
2022,3,25,75,70,128875
2022,3,25,75,70,93700
2022,3,69,75,70,100000
2022,3,25,75,70,136260
2022,3,25,75,70,109280
2022,3,47,75,70,160000
2022,3,47,75,70,92000
2022,2,33,29,28,135446
2022,2,33,29,28,104663
2022,0,33,75,70,129000
2022,0,33,75,70,86000
2020,0,33,39,38,13493
2022,3,17,75,70,100000
2022,2,47,73,68,25000
2022,2,25,68,64,65257
2022,2,3,75,70,200000
2022,0,68,75,70,180000
2022,2,47,75,70,153000
2022,3,25,75,70,150075
2022,3,25,75,70,110925
2022,2,74,25,24,22800
2020,0,25,63,60,22809
2022,0,25,36,35,15000
2022,3,45,5,6,133766
2022,0,69,75,70,83000
2022,3,47,75,70,186000
2022,3,47,75,70,148800
2022,3,25,75,70,112900
2022,3,25,75,70,90320
2022,3,66,75,70,240000
2022,3,66,75,70,160000
2022,3,45,75,70,300000
2022,3,45,75,70,200000
2022,2,33,20,20,65666
2022,2,3,39,70,200000
2022,2,69,29,28,116976
2022,2,69,29,28,92350
2022,2,3,75,70,120000
2022,3,25,75,70,112900
2022,3,25,75,70,90320
2022,3,29,75,70,145000
2022,3,29,75,70,105400
2020,0,47,20,20,49268
2022,3,47,75,70,215300
2022,3,47,75,70,158200
2022,3,33,75,70,209100
2022,3,33,75,70,154600
2022,3,25,75,70,115934
2022,3,25,75,70,81666
2022,3,33,75,70,155000
2022,2,69,28,20,84053
2022,3,25,75,70,164000
2022,3,25,75,70,132000
2022,3,47,75,70,123000
2022,2,54,31,30,52533
2022,1,63,11,12,115222
2022,3,33,75,70,165400
2022,3,33,75,70,132320
2022,3,31,75,70,208775
2022,3,31,75,70,147800
2022,3,33,75,70,136994
2022,3,33,75,70,101570
2022,1,60,39,38,76309
2022,0,69,29,28,35093
2022,3,33,75,70,183600
2022,3,33,75,70,100800
2022,2,25,29,28,49253
2022,2,25,29,28,36940
2022,2,25,26,25,42026
2022,2,25,26,25,31520
2022,2,25,31,30,42026
2022,2,25,31,30,31520
2022,3,47,75,70,215300
2022,3,47,75,70,140400
2022,2,33,26,25,63040
2022,2,33,26,25,47280
2022,3,47,75,70,260000
2022,2,47,29,28,43096
2022,2,33,31,30,63040
2022,2,33,31,30,47280
2022,2,33,29,28,55410
2021,2,69,42,41,51064
2022,3,43,2,51,60000
2022,2,33,75,70,82900
2022,2,33,75,70,63900
2022,2,74,75,70,160000
2022,2,74,75,70,112300
2022,2,45,75,70,241000
2022,2,45,75,70,159000
2022,3,47,75,70,80000
2022,2,25,75,70,58000
2022,3,33,75,70,136000
2022,3,33,75,70,108800
2022,1,33,75,70,242000
2022,1,33,75,70,200000
2022,2,47,29,28,61566
2022,2,47,29,28,36940
2022,2,33,29,28,49253
2022,3,47,75,70,165220
2022,3,47,75,70,120160
2022,3,25,75,70,124190
2022,3,33,75,70,181940
2022,3,33,75,70,132320
2022,3,33,75,70,220110
2022,3,33,75,70,160080
2022,3,47,75,70,180000
2022,3,47,75,70,120000
2022,2,25,75,70,126500
2022,2,25,75,70,106260
2022,3,25,75,70,116000
2022,3,25,75,70,155000
2022,3,25,75,70,120600
2022,2,47,75,70,130000
2022,2,47,75,70,90000
2022,2,33,75,70,170000
2022,3,25,75,70,102100
2022,3,25,75,70,84900
2022,3,47,75,70,136620
2022,3,47,75,70,99360
2022,3,47,29,28,110820
2022,3,47,29,28,98506
2022,3,47,75,70,146000
2022,0,33,29,28,43096
2022,1,25,75,70,130000
2022,1,25,75,70,110000
2022,3,25,75,70,170000
2022,3,45,75,70,161342
2022,3,45,75,70,137141
2022,3,47,75,70,167000
2022,3,33,29,28,73880
2022,3,33,29,28,61566
2022,3,47,75,70,211500
2022,3,47,75,70,138600
2022,3,31,11,12,192400
2022,3,31,11,12,90700
2022,3,25,11,12,130000
2022,3,25,11,12,61300
2022,3,33,75,70,160000
2022,3,33,75,70,113000
2022,3,47,75,70,95550
2022,2,25,75,70,167000
2022,2,25,75,70,115500
2022,3,33,75,70,243900
2022,3,33,75,70,156600
2022,3,25,75,70,136600
2022,3,33,75,70,128875
2022,3,33,75,70,93700
2022,1,59,75,70,224000
2022,1,59,75,70,167875
2022,1,4,75,70,175000
2022,1,4,75,70,135000
2022,3,47,75,70,205300
2022,3,47,75,70,176000
2022,3,33,75,70,200100
2022,3,33,75,70,70500
2022,3,33,75,70,54000
2022,3,47,75,70,205300
2022,3,47,75,70,140400
2022,3,4,75,70,205300
2022,3,4,75,70,184700
2022,3,33,75,70,175100
2022,3,33,75,70,140250
2022,3,25,75,70,116150
2022,3,25,75,70,99050
2022,2,25,11,12,85000
2022,2,25,11,12,75000
2022,3,69,75,70,214000
2022,3,69,75,70,192600
2022,3,31,75,70,266400
2022,3,31,75,70,213120
2022,2,47,75,70,141300
2022,2,47,75,70,102100
2022,2,33,75,70,206699
2022,2,33,75,70,99100
2022,3,33,75,70,110500
2022,2,25,29,28,61566
2022,2,25,29,28,43096
2022,3,25,75,70,80000
2022,3,25,75,70,60000
2022,3,47,75,70,230000
2022,3,29,75,70,150260
2022,3,29,75,70,109280
2022,2,47,75,70,160000
2022,0,25,11,12,67000
2022,0,25,11,12,52000
2022,3,25,75,70,129000
2022,3,25,75,70,69000
2022,3,33,75,70,25000
2022,3,25,75,70,126500
2022,3,25,75,70,106260
2022,3,33,75,70,220110
2022,3,33,75,70,160080
2022,3,25,75,70,105000
2022,2,25,75,70,135000
2022,2,25,75,70,50000
2022,3,47,75,70,220000
2022,2,47,29,28,172386
2022,2,47,29,28,86193
2022,3,69,75,70,220000
2022,3,69,75,70,120000
2022,2,47,75,70,200000
2022,3,69,0,0,120000
2022,3,69,0,0,65000
2022,1,33,75,70,324000
2022,1,33,75,70,216000
2022,3,47,75,70,185100
2022,3,47,75,70,104890
2022,2,68,11,12,76814
2020,3,71,11,12,117104
2022,1,53,11,12,192037
2022,2,69,75,70,120000
2022,2,17,39,38,17805
2022,2,47,39,38,30523
2022,2,70,63,60,55685
2022,2,33,20,20,52533
2022,0,47,39,38,17805
2022,2,7,9,70,75000
2022,2,5,75,70,157000
2022,2,17,11,12,69133
2022,0,33,75,70,65000
2022,3,69,37,36,68293
2021,2,47,75,70,109000
2022,2,47,11,12,67597
2022,0,23,63,45,10000
2022,2,25,31,30,20000
2021,3,58,69,65,102839
2022,3,58,55,70,200000
2022,0,47,11,12,51081
2022,2,69,5,6,83864
2022,0,47,44,52,40000
2022,2,58,24,23,31520
2022,3,69,57,54,59888
2020,0,33,60,20,54742
2022,3,89,28,27,89306
2022,0,47,5,6,83171
2022,3,47,75,70,165000
2022,2,74,75,70,153000
2022,3,47,10,70,100000
2022,3,68,11,12,76814
2022,2,47,61,58,33609
2022,2,81,11,12,75000
2020,2,86,33,32,20000
2022,0,7,72,19,30469
2021,2,89,19,19,69999
2022,0,33,60,20,55475
2022,2,89,4,5,61989
2022,3,45,75,70,152500
2022,0,89,75,70,120000
2022,2,47,75,70,135000
2022,3,28,75,70,405000
2021,3,33,75,70,150000
2021,3,45,75,70,240000
2021,2,25,75,70,135000
2021,0,47,75,70,80000
2022,3,5,75,70,380000
2022,2,47,13,14,120402
2022,3,5,75,70,177000
2022,2,33,28,27,65141
2022,2,47,66,70,48000
2022,0,27,60,57,20000
2021,3,84,75,70,220000
2021,2,66,44,42,77364
2021,2,66,44,42,63711
2022,0,24,5,6,150000
2021,2,25,75,70,90000
2022,2,47,11,70,100000
2021,0,47,75,70,100000
2022,0,47,23,22,100000
2022,3,89,75,70,144000
2022,3,84,20,20,155499
2021,3,23,10,10,24000
2021,2,7,77,70,38400
2022,0,57,75,70,100000
2021,2,47,75,70,82500
2021,0,47,28,27,49646
2021,3,64,39,38,40570
2022,0,33,75,70,120000
2022,3,65,20,20,84053
2021,0,69,39,38,20000
2022,0,23,75,70,125000
2021,2,47,39,38,9466
2021,3,74,75,70,120000
2021,0,25,26,25,10354
2021,0,5,29,28,110037
2022,0,66,63,60,21013
2021,0,25,75,70,50000
2021,3,83,75,70,200000
2021,2,16,26,61,60000
2021,2,33,75,70,200000
2021,0,68,40,39,100000
2021,2,33,75,70,100000
2021,3,69,7,8,82744
2020,2,33,20,20,59303
2021,2,89,28,27,62649
2021,2,33,29,28,82528
2021,2,31,75,70,170000
2021,2,31,75,70,150000
2021,0,12,75,70,55000
2021,1,53,75,70,250000
2021,0,33,75,70,80000
2020,0,16,75,70,70000
2021,1,53,20,20,130026
2021,0,42,20,20,63831
2020,3,47,31,70,68428
2021,1,59,66,62,85000
2021,1,58,66,62,230000
2021,0,69,75,70,125000
2021,3,29,75,70,120000
2020,2,89,75,70,450000
2020,2,25,28,27,46759
2020,2,33,4,5,74130
2021,3,43,11,12,127221
2021,3,45,75,70,144000
2021,0,47,74,69,13400
2021,2,47,11,12,75774
2021,2,47,75,70,150000
2020,2,42,75,70,103000
2021,3,33,75,70,153000
2021,2,33,75,70,90000
2021,0,25,75,70,90000
2021,0,25,75,70,60000
2021,2,47,56,53,50000
2021,0,3,60,70,12000
2021,2,0,39,38,5409
2021,2,66,75,70,270000
2021,2,5,29,12,54238
2021,2,69,26,25,47282
2021,1,53,42,58,153667
2021,2,33,61,58,28476
2021,2,27,75,70,110000
2021,0,89,29,28,82528
2020,0,69,75,70,250000
2021,0,25,28,27,59102
2021,3,25,8,70,80000
2020,0,25,56,53,10000
2020,0,69,75,70,138000
2021,2,33,75,70,140000
2021,3,27,20,20,79197
2021,3,62,75,70,170000
2021,0,25,75,70,80000
2020,2,47,59,70,45760
2021,2,12,75,70,100000
2021,3,47,28,27,53192
2021,1,58,75,70,235000
2021,1,12,39,70,150000
2020,1,33,26,25,79833
2021,0,74,75,70,225000
2021,0,42,20,20,76833
2020,2,70,63,60,50180
2021,3,77,31,21,88654
2021,3,63,29,28,103160
2021,3,33,29,28,113476
2021,3,69,20,20,94564
2021,0,33,39,38,30428
2021,3,33,75,70,150000
2021,3,33,75,70,115000
2021,2,89,11,12,187442
2021,2,25,29,28,51519
2020,2,33,75,70,106000
2020,2,33,29,28,112872
2021,2,12,35,70,36259
2021,3,33,75,70,150000
2020,0,66,20,20,15966
2021,2,24,20,70,95746
2021,0,24,75,70,70000
2020,2,47,29,28,76958
2021,2,20,68,64,89294
2021,0,47,39,38,29751
2021,3,63,75,70,276000
2020,3,33,75,70,188000
2021,3,20,10,70,160000
2020,2,47,75,70,105000
2021,3,33,75,70,174000
2021,2,25,75,70,93000
2021,0,47,39,38,28399
2021,3,89,63,60,60757
2021,0,47,75,70,90000
2020,2,33,28,27,70139
2020,0,25,39,38,6072
2020,3,33,54,51,33511
2021,3,81,75,70,170000
2021,3,33,29,28,96282
2021,2,33,73,68,12103
2021,0,47,28,27,36643
2021,2,33,29,28,72212
2020,0,25,75,70,91000
2021,3,15,11,12,99703
2021,3,47,75,70,165000
2021,2,25,75,70,80000
2021,3,47,11,12,103691
2021,0,33,39,38,21637
2020,0,89,57,54,42000
2020,2,64,0,0,115000
2021,2,89,11,12,63810
2020,3,74,44,42,260000
2021,2,59,75,70,110000
2021,2,31,75,70,180000
2021,3,25,75,70,200000
2020,3,16,29,28,109024
2021,3,33,75,70,200000
2021,3,66,75,70,256000
2021,2,33,75,70,110000
2020,2,47,20,20,79833
2021,0,33,75,70,72500
2021,3,69,75,70,185000
2021,2,33,57,54,69741
2021,0,89,43,16,100000
2021,2,33,75,70,112000
2020,3,69,75,70,150000
2021,3,47,73,68,20171
2021,3,3,26,25,55000
2021,0,47,75,70,58000
2021,0,47,75,70,100000
2021,3,47,28,27,77684
2021,0,69,57,20,85000
2021,0,42,20,20,76833
2021,3,92,75,70,105000
2020,0,25,75,70,72000
2021,0,33,20,20,65013
2021,2,33,73,68,28016
2021,2,33,75,70,111775
2021,2,33,75,70,93150
2021,3,63,62,70,160000
2021,2,47,65,20,25532
2021,3,69,39,38,66265
2021,2,47,39,38,16904
2021,3,25,20,20,63831
2020,3,64,75,70,190000
2021,1,53,20,20,141846
2021,0,16,39,38,16228
2021,3,25,11,12,71786
2020,2,47,35,34,35735
2021,3,47,75,70,135000
2021,0,69,20,20,24823
2021,3,45,39,70,54094
2021,3,69,39,38,24342
2021,0,12,45,43,9272
2021,2,47,75,70,147000
2021,3,89,11,12,96113
2021,3,45,75,70,174000
2020,2,17,75,70,135000
2021,0,69,16,17,21844
2020,3,63,58,55,125000
2020,0,47,28,27,51321
2020,2,47,39,38,40481
2021,1,42,28,25,69741
2021,3,27,77,28,50000
2020,0,47,28,27,39916
2020,2,62,75,70,87000
2021,2,33,64,70,26005
2021,2,47,20,20,90734
2021,2,16,39,38,22611
2021,2,47,39,70,5679
2021,0,69,75,70,81000
2021,2,47,14,15,40038
2021,0,42,75,70,90000
2021,2,47,20,5,61467
2021,3,70,75,70,195000
2021,2,47,26,25,37825
2020,2,25,75,70,85000
2021,1,84,75,70,416000
2021,3,74,75,12,225000
2021,2,47,29,28,56256
2021,2,47,39,38,33808
2021,2,47,29,28,116914
2021,2,69,61,58,46597
2020,2,25,60,57,8000
2020,0,33,44,42,41689
2020,3,16,61,28,114047
2021,2,69,7,8,88654
2020,0,42,39,38,5707
2020,2,63,63,70,56000
2021,0,23,21,21,28609
2021,2,47,20,20,88654
2020,2,86,39,38,6072
2020,3,33,31,30,47899
2020,2,12,75,70,98000
2021,2,33,32,28,66022
2021,2,89,28,27,56738
2021,2,69,69,65,24823
2021,3,29,75,70,120000
2021,2,33,42,70,20000
2020,1,53,75,70,325000
2021,3,69,75,70,200000
2020,0,3,21,21,45896
2021,2,47,75,70,160000
2021,3,89,28,70,50000
2021,2,43,31,30,40189
2021,2,47,10,10,12901
2021,3,33,75,70,165000
2021,0,16,39,14,5882
2020,2,47,28,27,42197
2021,3,83,75,70,185000
2020,0,47,20,20,62726
2020,0,47,42,41,21669
2020,2,33,75,70,110000
2021,3,29,75,70,140000
2020,3,47,75,70,120000
2021,3,47,11,12,87738
2021,3,56,29,28,61896
2021,2,74,60,57,12000
2021,3,33,64,28,76833
2021,2,69,44,42,74000
2021,3,45,75,27,152000
2021,2,16,51,48,18000
2020,3,23,66,70,60000
2021,2,47,75,70,130000
2021,3,23,10,10,18907
2021,0,17,48,45,59102
2021,3,84,20,20,173762
2020,3,84,20,20,148261
2020,2,47,26,25,38776
2021,2,47,26,25,46809
2021,0,3,39,4,18053
2020,3,47,4,5,91237
2020,2,47,28,45,62726
2021,2,47,75,70,115000
2021,3,84,75,70,235000
2021,2,62,39,38,19609
2021,0,3,10,70,12000
2021,2,25,75,70,75000
2021,2,25,75,70,62000
2021,2,47,75,70,73000
2021,2,33,57,54,45391
2020,3,45,75,70,190200
2020,2,47,75,70,118000
2020,2,47,75,70,138350
2020,2,33,26,70,130800
2020,3,69,34,33,45618
2021,3,53,44,42,168000
2021,2,47,68,37,119059
2021,2,7,75,70,423000
2021,2,33,53,50,28369
2021,3,49,75,70,165000
2020,3,47,75,70,412000
2021,2,84,75,70,151000
2020,0,47,75,70,105000
2020,0,17,75,70,100000
2021,3,45,39,38,94665
